threshold	fdr
0.001	0.13815438424618026
0.000999	0.13815438424618026
0.0009980000000000002	0.13887920529691353
0.0009970000000000003	0.13887920529691353
0.0009960000000000004	0.13887920529691353
0.0009950000000000004	0.13887920529691353
0.0009940000000000005	0.13887920529691353
0.0009930000000000006	0.13887920529691353
0.0009920000000000007	0.13887920529691353
0.0009910000000000008	0.13901310504594078
0.0009900000000000009	0.13901310504594078
0.000989000000000001	0.13901310504594078
0.000988000000000001	0.13901310504594078
0.0009870000000000011	0.13901310504594078
0.0009860000000000012	0.13901310504594078
0.0009850000000000013	0.13901310504594078
0.0009840000000000014	0.13901310504594078
0.0009830000000000015	0.1390050881425356
0.0009820000000000015	0.1390050881425356
0.0009810000000000016	0.1390050881425356
0.0009800000000000017	0.13275992038989498
0.0009790000000000018	0.13275992038989498
0.0009780000000000019	0.13275992038989498
0.000977000000000002	0.13275992038989498
0.000976000000000002	0.13275992038989498
0.0009750000000000021	0.13275992038989498
0.0009740000000000022	0.13275992038989498
0.0009730000000000023	0.13275992038989498
0.0009720000000000024	0.13275992038989498
0.0009710000000000025	0.13275992038989498
0.0009700000000000025	0.13276060124375128
0.0009690000000000026	0.13276060124375128
0.0009680000000000027	0.13230898003581662
0.0009670000000000028	0.13235558961383068
0.0009660000000000029	0.13235558961383068
0.000965000000000003	0.13235558961383068
0.000964000000000003	0.13235558961383068
0.0009630000000000031	0.13235558961383068
0.0009620000000000032	0.13235558961383068
0.0009610000000000033	0.13235558961383068
0.0009600000000000034	0.13235558961383068
0.0009590000000000035	0.13235558961383068
0.0009580000000000036	0.13235558961383068
0.0009570000000000036	0.13235558961383068
0.0009560000000000037	0.13262661953241547
0.0009550000000000038	0.13262661953241547
0.0009540000000000039	0.13262126207166805
0.000953000000000004	0.13262194385077175
0.0009520000000000041	0.13262194385077175
0.0009510000000000041	0.18947239676638022
0.0009500000000000042	0.18949837641991538
0.0009490000000000043	0.18949837641991538
0.0009480000000000044	0.18949837641991538
0.0009470000000000045	0.18949837641991538
0.0009460000000000046	0.18942228913741652
0.0009450000000000046	0.18942228913741652
0.0009440000000000047	0.18942228913741652
0.0009430000000000048	0.18942228913741652
0.0009420000000000049	0.18942228913741652
0.000941000000000005	0.18942228913741652
0.0009400000000000051	0.18942228913741652
0.0009390000000000052	0.18942228913741652
0.0009380000000000052	0.18942228913741652
0.0009370000000000053	0.18942414435891394
0.0009360000000000054	0.18942414435891394
0.0009350000000000055	0.18942414435891394
0.0009340000000000056	0.18942414435891394
0.0009330000000000057	0.18942414435891394
0.0009320000000000057	0.18942414435891394
0.0009310000000000058	0.18942414435891394
0.0009300000000000059	0.18942414435891394
0.000929000000000006	0.18942414435891394
0.0009280000000000061	0.1894394513229957
0.0009270000000000062	0.18943179550245687
0.0009260000000000062	0.18943179550245687
0.0009250000000000063	0.18943179550245687
0.0009240000000000064	0.18943179550245687
0.0009230000000000065	0.18943179550245687
0.0009220000000000066	0.18943179550245687
0.0009210000000000067	0.18943179550245687
0.0009200000000000067	0.18943179550245687
0.0009190000000000068	0.18943828985094435
0.0009180000000000069	0.18943828985094435
0.000917000000000007	0.18936172902088758
0.0009160000000000071	0.18936172902088758
0.0009150000000000072	0.18936172902088758
0.0009140000000000073	0.18936172902088758
0.0009130000000000073	0.18936172902088758
0.0009120000000000074	0.18936172902088758
0.0009110000000000075	0.18936172902088758
0.0009100000000000076	0.18936172902088758
0.0009090000000000077	0.18936172902088758
0.0009080000000000078	0.18936172902088758
0.0009070000000000078	0.18936172902088758
0.0009060000000000079	0.18936172902088758
0.000905000000000008	0.18936172902088758
0.0009040000000000081	0.18936172902088758
0.0009030000000000082	0.18936172902088758
0.0009020000000000083	0.18935024489637908
0.0009010000000000083	0.18935024489637908
0.0009000000000000084	0.18935024489637908
0.0008990000000000085	0.18935024489637908
0.0008980000000000086	0.18935024489637908
0.0008970000000000087	0.1893507085798476
0.0008960000000000088	0.1893507085798476
0.0008950000000000089	0.1893507085798476
0.0008940000000000089	0.1893507085798476
0.000893000000000009	0.190697016130037
0.0008920000000000091	0.190697016130037
0.0008910000000000092	0.19069316086123284
0.0008900000000000093	0.19069316086123284
0.0008890000000000094	0.19069316086123284
0.0008880000000000094	0.19069316086123284
0.0008870000000000095	0.19069316086123284
0.0008860000000000096	0.19040016043211505
0.0008850000000000097	0.19040016043211505
0.0008840000000000098	0.19040016043211505
0.0008830000000000099	0.19040016043211505
0.00088200000000001	0.19040156915147208
0.00088100000000001	0.19040156915147208
0.0008800000000000101	0.19040156915147208
0.0008790000000000102	0.19040156915147208
0.0008780000000000103	0.19040156915147208
0.0008770000000000104	0.19040156915147208
0.0008760000000000105	0.19040156915147208
0.0008750000000000105	0.19040156915147208
0.0008740000000000106	0.19040156915147208
0.0008730000000000107	0.19040156915147208
0.0008720000000000108	0.19040156915147208
0.0008710000000000109	0.19040156915147208
0.000870000000000011	0.19040626503321653
0.000869000000000011	0.19040626503321653
0.0008680000000000111	0.19039855424839325
0.0008670000000000112	0.19039855424839325
0.0008660000000000113	0.19039855424839325
0.0008650000000000114	0.19039855424839325
0.0008640000000000115	0.19039855424839325
0.0008630000000000115	0.19039855424839325
0.0008620000000000116	0.19039855424839325
0.0008610000000000117	0.19039855424839325
0.0008600000000000118	0.19039855424839325
0.0008590000000000119	0.19035228953945368
0.000858000000000012	0.19035228953945368
0.000857000000000012	0.19035228953945368
0.0008560000000000121	0.19035228953945368
0.0008550000000000122	0.19035228953945368
0.0008540000000000123	0.19065887478444263
0.0008530000000000124	0.1907710339939803
0.0008520000000000125	0.1907710339939803
0.0008510000000000126	0.1907710339939803
0.0008500000000000126	0.19073625913108064
0.0008490000000000127	0.19073625913108064
0.0008480000000000128	0.19073673058070206
0.0008470000000000129	0.19073673058070206
0.000846000000000013	0.1907499321163896
0.0008450000000000131	0.19076643660606746
0.0008440000000000131	0.19076643660606746
0.0008430000000000132	0.19076643660606746
0.0008420000000000133	0.19076643660606746
0.0008410000000000134	0.18904287630450547
0.0008400000000000135	0.18904287630450547
