GO Term	Size	RealTPD	RealPvalue	ShuffledTPD	ShuffledPvalue
GO:0003012	4	32.0	0.5168213003721176	23.0	0.12780398353791242
GO:0003013	6	69.0	0.24147016566562662	82.0	0.5744603178443368
GO:0003014	7	43.0	1.1589079326092184E-4	154.0	0.989792950641011
GO:0003018	4	20.0	0.06302333118791523	35.0	0.6682783218686326
GO:0003091	4	12.0	0.004956075507013374	26.0	0.22849334767870647
GO:0003158	4	19.0	0.04836603229972034	43.0	0.9309708097348283
GO:0003674	191	102181.0	0.6775632072199705	102369.0	0.8763702847902479
GO:0003676	48	5712.0	0.12318615667002636	5800.0	0.1968071321329486
GO:0003677	16	634.0	0.48545487280595967	702.0	0.8483567509676017
GO:0003682	11	272.0	0.29985035035008734	276.0	0.33871151639083497
GO:0003690	3	20.0	0.8088205323061611	17.0	0.5938024080403933
GO:0003700	3	12.0	0.2049491548637462	10.0	0.10579091461789708
GO:0003712	4	28.0	0.3149684288245026	30.0	0.41300657794238405
GO:0003714	3	3.0	0.0027645561644255995	20.0	0.8088205323061611
GO:0003723	38	3323.0	0.021332375371592667	3493.0	0.10965228426530005
GO:0003724	3	6.0	0.017663661769845344	21.0	0.8611386820779643
GO:0003727	3	6.0	0.017663661769845344	9.0	0.07185340703421195
GO:0003729	6	42.0	0.005407226665640044	71.0	0.2861176935639833
GO:0003735	4	7.0	5.964734144435641E-4	30.0	0.41300657794238405
GO:0003824	94	24215.0	0.7802548383280434	22479.0	0.018161051828289004
GO:0003924	14	223.0	3.63065874606249E-7	557.0	0.9224485046648381
GO:0004004	3	6.0	0.017663661769845344	23.0	0.9343022670638608
GO:0004175	4	18.0	0.03657078126592459	30.0	0.41300657794238405
GO:0004222	3	8.0	0.04692563119074478	11.0	0.14996743553214986
GO:0004386	5	30.0	0.018272008500205546	48.0	0.32781653222027785
GO:0004518	4	12.0	0.004956075507013374	31.0	0.46461254187805967
GO:0004527	3	3.0	0.0027645561644255995	10.0	0.10579091461789708
GO:0004553	4	14.0	0.010269958523749992	29.0	0.3628630955957633
GO:0004672	13	295.0	0.00583160741309549	446.0	0.7583399428203654
GO:0004674	11	220.0	0.02619804644425621	255.0	0.1617139169585555
GO:0004842	9	91.0	1.2464229390905096E-4	199.0	0.6210993536703482
GO:0004857	3	4.0	0.005483653277737073	18.0	0.6734554176570715
GO:0004860	3	4.0	0.005483653277737073	22.0	0.902713763291213
GO:0005048	5	36.0	0.0614728616190908	58.0	0.6800575833770865
GO:0005102	18	787.0	0.3697457524992644	920.0	0.9239175125838579
GO:0005178	3	4.0	0.005483653277737073	16.0	0.510033481788937
GO:0005198	22	974.0	0.005800722327367874	1196.0	0.37642507588141805
GO:0005201	4	11.0	0.0033605461663601855	35.0	0.6682783218686326
GO:0005215	17	662.0	0.1936018893888053	695.0	0.34861061465972026
GO:0005319	3	20.0	0.8088205323061611	18.0	0.6734554176570715
GO:0005488	178	87303.0	0.10755000324815178	86966.0	0.03327865717020057
GO:0005509	5	46.0	0.26476859443194456	37.0	0.07336978844633982
GO:0005515	164	72608.0	0.008932795601110528	74729.0	0.7496752392637226
GO:0005516	3	9.0	0.07185340703421195	15.0	0.42580108506480596
GO:0005524	22	1311.0	0.7965892020825722	1167.0	0.27309900791121283
GO:0005525	13	194.0	1.4480601032142978E-6	471.0	0.8915114256574053
GO:0005543	4	47.0	0.9776177596529455	41.0	0.8889766365702059
GO:0005575	193	104449.0	0.6873057648776713	104857.0	0.998302695415039
GO:0005576	61	9224.0	0.05599513913026927	10366.0	0.911303073613195
GO:0005615	56	7512.0	0.014601252878804505	8397.0	0.6413457550406386
GO:0005622	191	102240.0	0.7515462951224325	102562.0	0.9693746987191456
GO:0005623	191	102240.0	0.7515462951224325	101716.0	0.1036669196602068
GO:0005634	89	21417.0	0.6162046606133125	20914.0	0.2829150988746606
GO:0005635	13	238.0	9.242910078431308E-5	462.0	0.8514095788305696
GO:0005643	9	47.0	6.42543865620582E-8	185.0	0.41822479659075484
GO:0005654	47	5517.0	0.16530038639762035	5130.0	0.009398033913080589
GO:0005657	5	39.0	0.10233086136954064	30.0	0.018272008500205546
GO:0005658	4	6.0	3.678756898097148E-4	38.0	0.7962049654024463
GO:0005667	4	19.0	0.04836603229972034	35.0	0.6682783218686326
GO:0005681	6	55.0	0.0485263098675434	66.0	0.18225374551568468
GO:0005694	19	949.0	0.6919316722830647	884.0	0.384093148760573
GO:0005730	21	1016.0	0.14436001744536353	816.0	7.303737495971211E-4
GO:0005737	173	82990.0	0.5350105768067265	82884.0	0.4673511138076497
GO:0005739	42	5616.0	0.9999832496086074	4981.0	0.9380730152428307
GO:0005740	28	2446.0	0.9989424339346415	1894.0	0.19901772996004286
GO:0005741	5	69.0	0.9296309526209977	52.0	0.4679491693276495
GO:0005743	21	1186.0	0.7710434826907855	1110.0	0.47454151685628704
GO:0005744	3	4.0	0.005483653277737073	21.0	0.8611386820779643
GO:0005746	4	26.0	0.22849334767870647	26.0	0.22849334767870647
GO:0005758	7	96.0	0.20707525065951202	99.0	0.2564132710757499
GO:0005759	10	212.0	0.20508429256756325	245.0	0.5849021405537784
GO:0005761	3	3.0	0.0027645561644255995	23.0	0.9343022670638608
GO:0005763	3	3.0	0.0027645561644255995	14.0	0.3448186521234654
GO:0005764	21	1084.0	0.3670618930380686	1178.0	0.7445478420421124
GO:0005765	15	350.0	1.8933312426530792E-4	600.0	0.7728205168768292
GO:0005766	7	99.0	0.2564132710757499	130.0	0.846443745386116
GO:0005768	18	418.0	8.572838791403341E-8	778.0	0.32566119352946077
GO:0005769	6	37.0	0.0019219979005854805	72.0	0.30982270456984884
GO:0005770	4	8.0	9.453907217392126E-4	21.0	0.08092768885594051
GO:0005773	21	1084.0	0.3670618930380686	1038.0	0.2039554370017797
GO:0005774	15	350.0	1.8933312426530792E-4	494.0	0.14092497729563613
GO:0005775	7	65.0	0.0063449750506391145	88.0	0.10582135767320919
GO:0005777	5	45.0	0.23573361726507117	48.0	0.32781653222027785
GO:0005778	3	20.0	0.8088205323061611	12.0	0.2049491548637462
GO:0005782	3	4.0	0.005483653277737073	19.0	0.7458718066309742
GO:0005783	39	4201.0	0.8631329341337346	4100.0	0.7380743464274653
GO:0005786	3	3.0	0.0027645561644255995	14.0	0.3448186521234654
GO:0005788	14	497.0	0.6088606306448203	554.0	0.9137895973554006
GO:0005789	21	1195.0	0.7989151045531622	1173.0	0.7272092414936293
GO:0005793	7	93.0	0.16384432474942198	103.0	0.330614128452776
GO:0005794	28	1824.0	0.08978626136569895	2083.0	0.6902629826752037
GO:0005795	6	68.0	0.22065269934268322	66.0	0.18225374551568468
GO:0005798	4	10.0	0.002241050973121631	27.0	0.26999894656703405
GO:0005801	3	7.0	0.029419016654363854	14.0	0.3448186521234654
GO:0005802	3	3.0	0.0027645561644255995	15.0	0.42580108506480596
GO:0005811	4	40.0	0.862169673729559	30.0	0.41300657794238405
GO:0005813	22	498.0	1.9241407824380429E-13	1028.0	0.023479032461683688
GO:0005814	8	42.0	1.4834886430973601E-6	147.0	0.47843701071927086
GO:0005815	22	498.0	1.9241407824380429E-13	1234.0	0.5252205113860073
GO:0005819	9	128.0	0.010655349418326404	131.0	0.014185474004963412
GO:0005829	89	19520.0	0.001419970192277085	21087.0	0.3916307871982577
GO:0005840	6	23.0	5.941271042055359E-5	74.0	0.3595977937852082
GO:0005844	3	4.0	0.005483653277737073	16.0	0.510033481788937
GO:0005856	34	2078.0	3.477777682554417E-7	3076.0	0.6747781226697606
GO:0005874	7	41.0	7.541283084107742E-5	75.0	0.025481461166418584
GO:0005886	45	3874.0	4.165037154849098E-8	5338.0	0.5576407901450077
GO:0005887	6	49.0	0.019236918866346736	73.0	0.3343461211802768
GO:0005902	3	10.0	0.10579091461789708	7.0	0.029419016654363854
GO:0005911	5	26.0	0.00701751291606698	39.0	0.10233086136954064
GO:0005912	11	195.0	0.0043942985616016225	282.0	0.4002465342632473
GO:0005924	11	195.0	0.0043942985616016225	299.0	0.5831264612514635
GO:0005925	11	195.0	0.0043942985616016225	323.0	0.8059287689789367
GO:0005929	12	144.0	4.38164261404946E-7	349.0	0.4959788455147544
GO:0005930	3	8.0	0.04692563119074478	16.0	0.510033481788937
GO:0005938	4	13.0	0.007191424628330708	26.0	0.22849334767870647
GO:0005952	3	3.0	0.0027645561644255995	23.0	0.9343022670638608
GO:0005975	4	15.0	0.014437697720659228	21.0	0.08092768885594051
GO:0006082	13	510.0	0.9806364225218552	437.0	0.6945764157399414
GO:0006091	9	244.0	0.9751829548915667	160.0	0.1301390646092037
GO:0006119	5	78.0	0.9891465733374017	48.0	0.32781653222027785
GO:0006139	48	5971.0	0.3981164268880438	6223.0	0.7318454373644587
GO:0006163	11	370.0	0.9839018114342166	236.0	0.06623020302452075
GO:0006164	4	54.0	0.9982563748886641	17.0	0.02723999000694707
GO:0006259	13	385.0	0.2738890011697067	369.0	0.1729380406163497
GO:0006260	6	31.0	4.814350215402464E-4	73.0	0.3343461211802768
GO:0006261	5	19.0	9.800823918495554E-4	54.0	0.5407549736279719
GO:0006269	3	3.0	0.0027645561644255995	10.0	0.10579091461789708
GO:0006281	4	33.0	0.5687425224365713	29.0	0.3628630955957633
GO:0006304	3	13.0	0.2703766711819732	15.0	0.42580108506480596
GO:0006325	5	22.0	0.0023866613017287396	58.0	0.6800575833770865
GO:0006351	5	19.0	9.800823918495554E-4	43.0	0.18330110459811536
GO:0006354	3	3.0	0.0027645561644255995	8.0	0.04692563119074478
GO:0006355	31	2485.0	0.5155338260266824	2493.0	0.5351718783573304
GO:0006357	19	832.0	0.17576823715646162	947.0	0.6832613909948462
GO:0006364	9	58.0	5.400156627764014E-7	160.0	0.1301390646092037
GO:0006366	4	8.0	9.453907217392126E-4	12.0	0.004956075507013374
GO:0006368	3	3.0	0.0027645561644255995	7.0	0.029419016654363854
GO:0006396	19	704.0	0.006222279936443905	896.0	0.4412584858961693
GO:0006397	7	84.0	0.07142145680115256	103.0	0.330614128452776
GO:0006399	3	3.0	0.0027645561644255995	11.0	0.14996743553214986
GO:0006401	9	68.0	3.260578969560154E-6	200.0	0.6350059054240935
GO:0006402	8	46.0	3.443880862342036E-6	144.0	0.42620336776936585
GO:0006403	14	204.0	5.276161708143124E-8	441.0	0.21398349604558642
GO:0006405	10	72.0	8.593882150755825E-8	217.0	0.252604231397777
GO:0006406	10	72.0	8.593882150755825E-8	163.0	0.009016488142840368
GO:0006412	8	56.0	2.4830142833603453E-5	141.0	0.3752347931521362
GO:0006413	3	3.0	0.0027645561644255995	11.0	0.14996743553214986
GO:0006414	4	6.0	3.678756898097148E-4	26.0	0.22849334767870647
GO:0006415	4	6.0	3.678756898097148E-4	35.0	0.6682783218686326
GO:0006417	8	100.0	0.016934237733518456	144.0	0.42620336776936585
GO:0006457	10	258.0	0.7334820494637808	205.0	0.1482915346493243
GO:0006464	47	4952.0	0.001428415516891253	5861.0	0.5990084059029904
GO:0006468	15	395.0	0.0027176254531502304	595.0	0.7460509085079374
GO:0006469	4	14.0	0.010269958523749992	28.0	0.3149684288245026
GO:0006486	4	36.0	0.7143567795174552	30.0	0.41300657794238405
GO:0006508	20	972.0	0.33732870091645495	990.0	0.4147346115887285
GO:0006511	10	138.0	8.126159367480288E-4	209.0	0.1793186074431419
GO:0006518	9	106.0	9.309635458280315E-4	184.0	0.40392180448606246
GO:0006575	4	39.0	0.831253797884157	40.0	0.862169673729559
GO:0006605	23	1149.0	0.03351443516426304	1286.0	0.2897901167101219
GO:0006606	6	18.0	1.388982985272872E-5	72.0	0.30982270456984884
GO:0006611	11	90.0	2.1574913243813403E-8	328.0	0.8411152209978383
GO:0006612	5	33.0	0.0346336184683428	37.0	0.07336978844633982
GO:0006613	4	6.0	3.678756898097148E-4	26.0	0.22849334767870647
GO:0006614	4	6.0	3.678756898097148E-4	28.0	0.3149684288245026
GO:0006616	3	3.0	0.0027645561644255995	18.0	0.6734554176570715
GO:0006625	4	8.0	9.453907217392126E-4	28.0	0.3149684288245026
GO:0006626	10	85.0	7.231812650523854E-7	228.0	0.37437000276329413
GO:0006629	17	861.0	0.9774362799920501	732.0	0.557329715612843
GO:0006631	8	177.0	0.8971791308116857	134.0	0.26567245413958007
GO:0006635	3	14.0	0.3448186521234654	13.0	0.2703766711819732
GO:0006637	3	14.0	0.3448186521234654	21.0	0.8611386820779643
GO:0006643	3	17.0	0.5938024080403933	14.0	0.3448186521234654
GO:0006665	3	17.0	0.5938024080403933	23.0	0.9343022670638608
GO:0006725	50	6658.0	0.618636311380513	6791.0	0.7705269704071596
GO:0006732	6	104.0	0.9547483516418278	57.0	0.0639425921305322
GO:0006753	12	445.0	0.9889328117117983	380.0	0.7679236407348882
GO:0006790	4	39.0	0.831253797884157	38.0	0.7962049654024463
GO:0006793	29	2151.0	0.46870152813966715	2390.0	0.9374051316843748
GO:0006796	29	2151.0	0.46870152813966715	1928.0	0.05676663628704398
GO:0006807	107	32769.0	0.996832894843284	31001.0	0.5423449987211607
GO:0006810	82	17479.0	0.17596073392760297	17790.0	0.36359465951924486
GO:0006811	14	577.0	0.9643475469838095	492.0	0.571777719502633
GO:0006812	10	267.0	0.8176596745061091	307.0	0.9847954984479957
GO:0006814	3	11.0	0.14996743553214986	17.0	0.5938024080403933
GO:0006816	4	44.0	0.9467394451314279	49.0	0.9883542818968645
GO:0006820	6	98.0	0.9001299359586789	90.0	0.7688353935012626
GO:0006839	12	285.0	0.06151628368869702	302.0	0.1281441577223125
GO:0006851	3	22.0	0.902713763291213	18.0	0.6734554176570715
GO:0006869	4	46.0	0.9696678347095722	24.0	0.1572496544953231
GO:0006873	14	490.0	0.5567452952842848	500.0	0.6306668096185108
GO:0006874	8	128.0	0.18676038078280083	180.0	0.9188852646290053
GO:0006875	11	299.0	0.5831264612514635	320.0	0.7827029390116291
GO:0006879	3	16.0	0.510033481788937	20.0	0.8088205323061611
GO:0006885	3	18.0	0.6734554176570715	14.0	0.3448186521234654
GO:0006886	48	4923.0	4.7329250551035425E-5	6422.0	0.9050141546863475
GO:0006887	23	1262.0	0.2183462603534928	1285.0	0.28660759478140485
GO:0006888	6	50.0	0.022676749192377856	78.0	0.4657744142758847
GO:0006892	3	17.0	0.5938024080403933	6.0	0.017663661769845344
GO:0006897	11	216.0	0.02024505339369294	298.0	0.5724778267415374
GO:0006898	5	49.0	0.361456131470643	50.0	0.39620274537601957
GO:0006900	5	20.0	0.001328901079038412	62.0	0.7976857401852424
GO:0006901	3	3.0	0.0027645561644255995	16.0	0.510033481788937
GO:0006903	3	3.0	0.0027645561644255995	20.0	0.8088205323061611
GO:0006904	3	5.0	0.010116491878262655	6.0	0.017663661769845344
GO:0006906	4	8.0	9.453907217392126E-4	36.0	0.7143567795174552
GO:0006909	4	19.0	0.04836603229972034	23.0	0.12780398353791242
GO:0006913	12	130.0	7.494390677437497E-8	331.0	0.3296138173198961
GO:0006914	7	59.0	0.0024260569429539335	105.0	0.3706600898664925
GO:0006915	9	135.0	0.02042589994563874	172.0	0.24683876374004013
GO:0006928	12	243.0	0.005423301528042652	282.0	0.0532652825712778
GO:0006935	4	21.0	0.08092768885594051	28.0	0.3149684288245026
GO:0006937	4	9.0	0.0014689080951179297	17.0	0.02723999000694707
GO:0006942	3	4.0	0.005483653277737073	14.0	0.3448186521234654
GO:0006950	42	4485.0	0.30872640623100256	4359.0	0.15451786387388083
GO:0006952	11	250.0	0.1306127630836537	324.0	0.8133215821506359
GO:0006954	4	31.0	0.46461254187805967	19.0	0.04836603229972034
GO:0006955	26	1778.0	0.650307092316188	1733.0	0.5130574432880901
GO:0006974	7	136.0	0.9107901711436208	86.0	0.0873630365634582
GO:0006979	3	20.0	0.8088205323061611	14.0	0.3448186521234654
GO:0006986	5	57.0	0.6467195404567794	46.0	0.26476859443194456
GO:0006996	87	17131.0	1.2724515881900404E-8	20296.0	0.5087736893936152
GO:0006997	5	34.0	0.04223757508879553	37.0	0.07336978844633982
GO:0006999	3	8.0	0.04692563119074478	9.0	0.07185340703421195
GO:0007005	19	891.0	0.41721776049209963	868.0	0.3118169889151837
GO:0007006	4	25.0	0.19083566892832424	32.0	0.5168213003721176
GO:0007007	4	25.0	0.19083566892832424	19.0	0.04836603229972034
GO:0007010	24	728.0	4.028969760936339E-11	1193.0	0.007906376806305074
GO:0007017	21	533.0	3.1208318416174255E-10	973.0	0.0646279594210748
GO:0007018	3	6.0	0.017663661769845344	16.0	0.510033481788937
GO:0007020	5	24.0	0.004155731517235801	57.0	0.6467195404567794
GO:0007029	4	16.0	0.01998414835164898	38.0	0.7962049654024463
GO:0007030	7	41.0	7.541283084107742E-5	129.0	0.833288816041526
GO:0007031	4	8.0	9.453907217392126E-4	32.0	0.5168213003721176
GO:0007033	5	31.0	0.022780466148318933	37.0	0.07336978844633982
GO:0007034	4	8.0	9.453907217392126E-4	35.0	0.6682783218686326
GO:0007040	4	21.0	0.08092768885594051	42.0	0.9118258748367232
GO:0007041	4	8.0	9.453907217392126E-4	29.0	0.3628630955957633
GO:0007049	37	2536.0	3.283868174080504E-7	3406.0	0.23087659597729493
GO:0007051	6	41.0	0.004434697729993724	52.0	0.03112281329153672
GO:0007052	6	41.0	0.004434697729993724	77.0	0.43868432504392546
GO:0007059	4	23.0	0.12780398353791242	34.0	0.6195005239237004
GO:0007088	3	13.0	0.2703766711819732	18.0	0.6734554176570715
GO:0007098	7	60.0	0.00286684168248387	93.0	0.16384432474942198
GO:0007154	58	7732.0	7.681633815333099E-4	8731.0	0.33844002078480917
GO:0007155	11	220.0	0.02619804644425621	233.0	0.05635757317517397
GO:0007160	3	13.0	0.2703766711819732	24.0	0.957250018358124
GO:0007163	8	76.0	7.429888771730546E-4	135.0	0.28029555559429614
GO:0007165	56	6985.0	1.099740102358696E-4	7856.0	0.11656121670606912
GO:0007166	29	2017.0	0.16298382926098698	1935.0	0.06235511944882016
GO:0007167	8	102.0	0.020993299670235544	160.0	0.6977013793352926
GO:0007169	8	102.0	0.020993299670235544	150.0	0.5310442131447523
GO:0007186	5	14.0	1.8982711707468477E-4	45.0	0.23573361726507117
GO:0007200	3	4.0	0.005483653277737073	15.0	0.42580108506480596
GO:0007249	3	20.0	0.8088205323061611	8.0	0.04692563119074478
GO:0007264	15	320.0	2.3421432843783993E-5	524.0	0.2877908642353597
GO:0007265	14	245.0	2.8902009680491304E-6	438.0	0.19767794177514175
GO:0007267	17	658.0	0.17817276626386697	669.0	0.22249046387977045
GO:0007275	47	5456.0	0.11704377538024702	5558.0	0.20410203243321584
GO:0007276	5	35.0	0.051139052000272224	63.0	0.8224557250210653
GO:0007283	4	23.0	0.12780398353791242	37.0	0.7571457407544191
GO:0007338	3	17.0	0.5938024080403933	15.0	0.42580108506480596
GO:0007346	18	545.0	1.9777504817147486E-4	899.0	0.8756121634275975
GO:0007369	3	4.0	0.005483653277737073	10.0	0.10579091461789708
GO:0007399	24	1123.0	0.0012294584748545943	1498.0	0.6052871154200549
GO:0007409	5	36.0	0.0614728616190908	55.0	0.5768012259986843
GO:0007417	12	319.0	0.23323135442540696	296.0	0.10047652110547464
GO:0007420	11	259.0	0.18981194855412273	242.0	0.08992828522465522
GO:0007423	6	53.0	0.036236720747869405	75.0	0.38547799703841373
GO:0007507	5	29.0	0.014547153757395249	55.0	0.5768012259986843
GO:0007584	4	40.0	0.862169673729559	34.0	0.6195005239237004
GO:0007596	9	128.0	0.010655349418326404	170.0	0.22422094558639113
GO:0007599	9	128.0	0.010655349418326404	164.0	0.163877344277275
GO:0007600	10	228.0	0.37437000276329413	187.0	0.05369929349959014
GO:0007601	4	40.0	0.862169673729559	19.0	0.04836603229972034
GO:0007605	6	71.0	0.2861176935639833	67.0	0.20090299985184368
GO:0007610	5	49.0	0.361456131470643	26.0	0.00701751291606698
GO:0007611	3	13.0	0.2703766711819732	9.0	0.07185340703421195
GO:0007612	3	13.0	0.2703766711819732	14.0	0.3448186521234654
GO:0008015	6	69.0	0.24147016566562662	81.0	0.5474938250996251
GO:0008016	3	4.0	0.005483653277737073	8.0	0.04692563119074478
GO:0008017	7	73.0	0.019703846715670235	98.0	0.2393177016413606
GO:0008021	4	30.0	0.41300657794238405	34.0	0.6195005239237004
GO:0008022	5	41.0	0.1388238442202108	34.0	0.04223757508879553
GO:0008026	3	6.0	0.017663661769845344	14.0	0.3448186521234654
GO:0008037	3	17.0	0.5938024080403933	7.0	0.029419016654363854
GO:0008047	4	30.0	0.41300657794238405	25.0	0.19083566892832424
GO:0008064	5	24.0	0.004155731517235801	42.0	0.16005363367383604
GO:0008081	4	15.0	0.014437697720659228	26.0	0.22849334767870647
GO:0008092	19	587.0	4.208120945019167E-5	979.0	0.8075095132624646
GO:0008104	66	9894.0	4.140322550876334E-5	11079.0	0.12938982681340738
GO:0008134	10	223.0	0.3164741775994024	266.0	0.8092201946287136
GO:0008139	3	5.0	0.010116491878262655	6.0	0.017663661769845344
GO:0008144	25	1831.0	0.9745309657953594	1675.0	0.7429885780323993
GO:0008150	193	104328.0	0.4067979570486754	104473.0	0.736252520925044
GO:0008152	130	47886.0	0.9928071876597102	46527.0	0.7376288871273665
GO:0008186	3	6.0	0.017663661769845344	23.0	0.9343022670638608
GO:0008202	3	21.0	0.8611386820779643	20.0	0.8088205323061611
GO:0008217	3	11.0	0.14996743553214986	18.0	0.6734554176570715
GO:0008219	10	171.0	0.017287872901607413	252.0	0.6680890160069768
GO:0008233	6	80.0	0.5203063785965019	54.0	0.042018944089878815
GO:0008237	3	8.0	0.04692563119074478	13.0	0.2703766711819732
GO:0008270	12	339.0	0.4014991485395644	343.0	0.43891799057836
GO:0008283	8	171.0	0.8417550780832259	141.0	0.3752347931521362
GO:0008284	7	89.0	0.116042553237543	125.0	0.7736792611518097
GO:0008285	6	66.0	0.18225374551568468	100.0	0.9220666914154951
GO:0008286	3	8.0	0.04692563119074478	19.0	0.7458718066309742
GO:0008289	8	167.0	0.7955227558048867	144.0	0.42620336776936585
GO:0008312	4	9.0	0.0014689080951179297	31.0	0.46461254187805967
GO:0008324	6	46.0	0.0114529889450515	91.0	0.7891358141655076
GO:0008333	3	3.0	0.0027645561644255995	10.0	0.10579091461789708
GO:0008360	4	16.0	0.01998414835164898	19.0	0.04836603229972034
GO:0008361	5	29.0	0.014547153757395249	37.0	0.07336978844633982
GO:0008380	7	79.0	0.0413202115546431	101.0	0.29241941369295177
GO:0008408	3	3.0	0.0027645561644255995	11.0	0.14996743553214986
GO:0008509	3	4.0	0.005483653277737073	18.0	0.6734554176570715
GO:0008565	4	19.0	0.04836603229972034	16.0	0.01998414835164898
GO:0008610	7	142.0	0.9525377566662174	138.0	0.9269920845567554
GO:0009055	4	39.0	0.831253797884157	39.0	0.831253797884157
GO:0009056	40	4249.0	0.6370935086165156	3802.0	0.053173848795289635
GO:0009057	26	1559.0	0.09113521365751504	1818.0	0.7581285090226917
GO:0009058	40	4537.0	0.9470697275621704	4183.0	0.52411657108889
GO:0009059	25	1395.0	0.046508239648174576	1788.0	0.9445128501625129
GO:0009062	3	14.0	0.3448186521234654	18.0	0.6734554176570715
GO:0009100	6	76.0	0.4118785835180482	74.0	0.3595977937852082
GO:0009101	4	36.0	0.7143567795174552	19.0	0.04836603229972034
GO:0009108	3	18.0	0.6734554176570715	13.0	0.2703766711819732
GO:0009117	12	445.0	0.9889328117117983	244.0	0.005806952696525117
GO:0009123	7	138.0	0.9269920845567554	109.0	0.454666160081036
GO:0009126	7	138.0	0.9269920845567554	121.0	0.7036037543496596
GO:0009141	9	227.0	0.9095488524613311	190.0	0.49099361902163946
GO:0009144	8	167.0	0.7955227558048867	118.0	0.09179148977416389
GO:0009150	11	370.0	0.9839018114342166	294.0	0.5294300743789404
GO:0009152	4	54.0	0.9982563748886641	37.0	0.7571457407544191
GO:0009161	7	138.0	0.9269920845567554	121.0	0.7036037543496596
GO:0009165	4	54.0	0.9982563748886641	9.0	0.0014689080951179297
GO:0009167	7	138.0	0.9269920845567554	107.0	0.412159598845936
GO:0009199	8	167.0	0.7955227558048867	157.0	0.6501883714960486
GO:0009205	8	167.0	0.7955227558048867	126.0	0.16406709329574365
GO:0009259	11	370.0	0.9839018114342166	354.0	0.956048897242536
GO:0009260	4	54.0	0.9982563748886641	36.0	0.7143567795174552
GO:0009266	4	32.0	0.5168213003721176	22.0	0.10242685396246473
GO:0009306	4	14.0	0.010269958523749992	33.0	0.5687425224365713
GO:0009311	3	8.0	0.04692563119074478	13.0	0.2703766711819732
GO:0009314	3	6.0	0.017663661769845344	12.0	0.2049491548637462
GO:0009408	4	32.0	0.5168213003721176	34.0	0.6195005239237004
GO:0009410	3	15.0	0.42580108506480596	21.0	0.8611386820779643
GO:0009416	3	6.0	0.017663661769845344	8.0	0.04692563119074478
GO:0009566	3	17.0	0.5938024080403933	14.0	0.3448186521234654
GO:0009605	21	1190.0	0.7836900827294575	1100.0	0.4325325246694653
GO:0009607	11	295.0	0.5402444124196183	264.0	0.2288835894494254
GO:0009611	11	199.0	0.006014011427794617	255.0	0.1617139169585555
GO:0009615	4	44.0	0.9467394451314279	34.0	0.6195005239237004
GO:0009617	7	90.0	0.1269456326931662	142.0	0.9525377566662174
GO:0009628	19	769.0	0.04426535438722412	889.0	0.4076822753697077
GO:0009636	5	63.0	0.8224557250210653	55.0	0.5768012259986843
GO:0009653	23	1018.0	0.00113277421802444	1245.0	0.17455674071591298
GO:0009719	25	1175.0	2.2220359512900735E-4	1522.0	0.2670237842978651
GO:0009725	18	591.0	0.001679746198689792	770.0	0.2884022617697149
GO:0009755	3	10.0	0.10579091461789708	12.0	0.2049491548637462
GO:0009790	11	224.0	0.03354905718840632	294.0	0.5294300743789404
GO:0009792	4	12.0	0.004956075507013374	34.0	0.6195005239237004
GO:0009887	12	245.0	0.006214494922131836	348.0	0.4864311581063594
GO:0009888	15	336.0	7.368110040566919E-5	557.0	0.5032334171306633
GO:0009889	45	5944.0	0.9923167624049674	5529.0	0.8059790571503314
GO:0009890	13	489.0	0.9472572345420249	406.0	0.43926185169686527
GO:0009891	21	1263.0	0.9405066545759171	1032.0	0.18640591658130345
GO:0009892	39	4316.0	0.9468387523485073	3809.0	0.24840292093593425
GO:0009893	44	5175.0	0.6674659019858993	4776.0	0.13245399344965253
GO:0009894	27	1810.0	0.3312461630727852	1779.0	0.2521641356969562
GO:0009895	8	158.0	0.6663365855857266	164.0	0.7560846240810748
GO:0009896	11	298.0	0.5724778267415374	276.0	0.33871151639083497
GO:0009898	3	3.0	0.0027645561644255995	19.0	0.7458718066309742
GO:0009966	34	2737.0	0.08280149935453607	3235.0	0.9059088042082504
GO:0009967	15	476.0	0.08287855824522322	490.0	0.12610128462446463
GO:0009968	20	932.0	0.19107342970301722	965.0	0.3088028233031119
GO:0009986	7	103.0	0.330614128452776	68.0	0.009898179071620501
GO:0009987	182	92179.0	0.49608114165116185	91158.0	0.021048396089905427
GO:0009991	6	118.0	0.9959811103927381	78.0	0.4657744142758847
GO:0010008	14	239.0	1.6693185976015692E-6	552.0	0.9076276665390934
GO:0010033	41	4164.0	0.17690331266039278	4470.0	0.644001127844434
GO:0010035	3	22.0	0.902713763291213	15.0	0.42580108506480596
GO:0010243	24	1286.0	0.055250236375255446	1439.0	0.4007442455742207
GO:0010256	14	254.0	6.430443354065612E-6	494.0	0.5867066888462203
GO:0010257	6	38.0	0.002384193574918713	71.0	0.2861176935639833
GO:0010389	13	195.0	1.6065326614026752E-6	389.0	0.303027887517054
GO:0010457	4	12.0	0.004956075507013374	39.0	0.831253797884157
GO:0010467	41	3642.0	8.483622557540446E-4	4274.0	0.3223265202986727
GO:0010468	50	6780.0	0.7593774649928886	6190.0	0.1071676405700065
GO:0010469	5	40.0	0.11959772592320542	39.0	0.10233086136954064
