GO:0005815	7.15124316883836E-20
GO:0005929	2.195693331503857E-13
GO:0007017	3.8911247683005765E-13
GO:0022406	6.656828087612897E-13
GO:0006903	2.2605328009564355E-12
GO:0099118	3.0079023270323043E-12
GO:0098840	6.579631267588674E-12
GO:0005814	9.688123145821176E-12
GO:0030990	1.9836394938699877E-11
GO:0044782	2.2696328096791903E-11
GO:0099111	4.6734713659740286E-11
GO:0022402	3.3062541521210035E-10
GO:0007049	6.608291867148625E-10
GO:0051649	1.307814561984796E-9
GO:0061512	1.472273638033569E-9
GO:0043228	2.044812775489876E-9
GO:0043232	2.8393749278665483E-9
GO:0035082	3.690747007254641E-9
GO:1905349	3.690747007254641E-9
GO:0030705	4.919234252886446E-9
GO:0051656	5.2673788331669425E-9
GO:0042995	5.988418568136738E-9
GO:0007010	6.74943767485276E-9
GO:0070925	4.812352068106206E-8
GO:0006928	2.1675571248149628E-7
GO:0030031	3.6508526798372255E-7
GO:0005623	1.949240813752063E-6
GO:0140056	2.0720190189535007E-6
GO:0030030	2.8215027988660812E-6
GO:0042073	3.0108285515685577E-6
GO:0031503	3.060608384419381E-6
GO:0051640	3.3982703995659718E-6
GO:0051726	4.322419829007167E-6
GO:0005856	7.1656491968412644E-6
GO:0048285	7.181163124538469E-6
GO:0048193	8.504501969514703E-6
GO:0035869	9.039990342415587E-6
GO:0097546	9.039990342415587E-6
GO:0060271	9.269558769002522E-6
GO:0098590	1.0394895704498223E-5
GO:0051018	2.4718547003699497E-5
GO:0022607	4.644383817443377E-5
GO:0030552	6.998512816026643E-5
GO:0030551	9.600614439324091E-5
GO:0048199	1.04694814615396E-4
GO:0007018	1.105306244597857E-4
GO:0099080	1.4031536179666849E-4
GO:0120031	1.509613856666119E-4
GO:0005952	1.9706256787369616E-4
GO:0044839	2.2655338997167954E-4
GO:0015630	2.3305156033687362E-4
GO:0001578	2.419842710223829E-4
GO:0051338	2.9927882331677683E-4
GO:0031399	3.235196023611518E-4
GO:0005829	3.619264305208148E-4
GO:0048471	4.4276401990076653E-4
GO:0044085	4.934054036614205E-4
GO:0043086	5.217747575122213E-4
GO:0050790	5.505175292333766E-4
GO:0099177	5.557099194220688E-4
GO:0009719	5.686805510129491E-4
GO:0099536	5.777841976021886E-4
GO:0051174	6.468400177667052E-4
GO:0019932	7.242749560261581E-4
GO:0046907	9.553565999989438E-4
GO:0030054	9.681284259643784E-4
GO:0016043	9.734210136458548E-4
GO:0071840	0.0010563206681588778
